"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","genero","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
207696,"713-й просит посадку",False,0,"ru",0.0,"1961-12-31","",0.0,"","Action","Vladimir Vysotskiy","Eve Kivi","Efim Kopelyan","Otar Koberidze","Vladimir Chestnokov","Григорий Никулин","","",""
45682,"Looking for Jackie",False,0,"en",8.0,"2009-07-03","Jackie Chan is the undefeated Kung Fu Master who dishes out the action in traditional Jackie Chan style. When a young boy sets out to learn how to fight from the Master himself, he not only witnesses some spectacular fights, but learns some important life lessons along the way.",0.0,85.0,"Comedy","Zhang Yi-Shan","Tiffany Tang","Zhang Yibai","Jackie Chan","Jiang Hong-Bo","Jiang Ping","","",""
333103,"Comedy Central Roast of Justin Bieber",False,0,"en",4.0,"2015-03-30","Several roasters, and the master himself Kevin Hart, make fun of Justin Bieber.",0.0,85.0,"Comedy","Kevin Hart","Justin Bieber","Will Ferrell","Chris D'Elia","Natasha Leggero","Joel Gallen","","",""
41980,"Once a Gangster",False,2000000,"en",1.0,"2010-05-20","Roast Pork joins the triad as a young man and ends up becoming a trusted lieutenant of boss Kerosene. However, his true passion is in his successful chain of restaurants, his loving wife, and his two children. So when Kerosene wants to promote his trusted right hand man to the top of the organization as a way to take on his financial debts, it's understandable why Roast Pork would want to refuse. Roast Pork comes up with an intricate scheme with his men that would take himself out of the running, but Kerosene's intervention causes it to fail. When all hopes appears to be lost, lifelong gangster Sparrow is released from jail after serving a 20-year sentence for committing a gang-related murder that earned him a guarantee for the leader spot. However, Sparrow has made his own plans to stay out of the gang, setting off a battle of wits between the two men.",0.0,95.0,"Comedy","Ekin Cheng","Alex Fong Chung-Sun","Conroy Chan","Michelle Ye Xuan","Candice Yu On-On","Felix Chong","","",""
16257,"Street Fighter IV: The Ties That Bind",False,0,"ja",1.0,"2009-02-17","After the fall of Shadaloo, things went quiet and everyone continued with their daily routine. However a new evil is lurking on the horizon and the fighters that battled against Shadaloo must take up arms once again. Meanwhile a mysterious detective, whose motives are unknown, is going to any extent to find the lonesome wanderer Ryu, who appears to play a big part in the scheme of this new evil.",0.0,65.0,"Action","Hiroki Takahashi","Yuuji Kishi","Fumiko Orikasa","Hiroki Yasumoto","Misato Fukuen","Jirô Kanai","","",""
104413,"Screwball Hotel",False,0,"en",0.0,"1988-12-01","Three boys drop out of military school. They get jobs working at a hotel, but it's about to go under. They decide to help the owner raise enough money to stay in business. They prove that sex sells by holding ""Miss Purity Pageant"" starring some of the females staying at the hotel.",0.0,101.0,"Comedy","Michael C. Bendetti","Andrew Zeller","Jeff Greenman","Lori Deann Pallett","Kelly Monteith","Rafal Zielinski","","",""
77673,"The Vengeance of the Winged Serpent",False,0,"fr",1.0,"1984-11-28","An international intrigue with terrorists threatening to blow up the presidents of the most powerful countries.",0.0,104.0,"Comedy","Coluche","Josiane Balasko","Maruschka Detmers","Luis Rego","Farid Chopel","Gérard Oury","","",""
24816,"The Gnome-Mobile",False,0,"en",2.0,"1967-07-17","An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is suspected of being crazy because he's seeing gnomes! He's committed, and the niece and nephew and the gnomes have to find him and free him.",0.0,85.0,"Comedy","Walter Brennan","Matthew Garber","Karen Dotrice","Richard Deacon","Sean McClory","Robert Stevenson","","",""
37873,"Shinsengumi: Assassins of Honor",False,0,"ja",2.0,"1969-12-05","Near the end of the nineteenth century, as the balance of power shifts from Shogunate towards the Emperor, Japan restlessly awaits the dawning of a new age. But not all are content...The Shinsengumi, a small army of samurai, farmers and peasants, band together to do battle against the tide of history. Their leader, Isami Kondo (Mifune) is a man who rises from farmer to fighter to head the fierce Shinsengumi brigade. Using a stern hand and a heart of gold, he rallies his men in defense of the tottering Shogunate. But bloodshed and treachery lurk around every corner.",0.0,122.0,"Action","Toshirō Mifune","Keiju Kobayashi","Kinya Kitaoji","Yôko Tsukasa","Yuriko Hoshi","Tadashi Sawashima","","",""
41988,"DC Showcase: Jonah Hex",False,0,"en",6.0,"2010-07-27","When a ruthless brothel madame murders Jonah Hex's current quarry, the disfigured bounty hunter plans to make her pay.",0.0,12.0,"Action","Thomas Jane","Linda Hamilton","Jason Marsden","Michael Rooker","Michelle Trachtenberg","Joaquim Dos Santos","Joe R. Lansdale","","Justin Gray"
77331,"One in a Million",False,0,"sv",0.0,"1995-08-25","Torsten Södergren lives in a normal house with his normal family in a completely normal city. Every morning he greets his normal neighbours before getting into his normal car and drives the usual way to his ordinary work at an ordinary bank. But one day he is fired from his work after twenty years of loyal service. Now he is prepared to do anything to get it back...",0.0,87.0,"Comedy","Tomas von Brömssen","Ulla Skoog","Gösta Ekman","Tintin Anderzon","Per Fritzell","Måns Herngren","","",""
190870,"Tip Top",False,0,"en",7.0,"2013-09-11","Two policewomen from Internal Affairs arrive in a provincial precinct to investigate the death of an Algerian woman who was an informer. One punches, the other eyes, tip top.",0.0,106.0,"Comedy","Isabelle Huppert","Sandrine Kiberlain","François Damiens","Karole Rocher","Aymen Saïdi","Serge Bozon","Odile Barski","Serge Bozon",""
191120,"Kevin Nealon: Whelmed, But Not Overly",False,0,"en",1.0,"2012-08-04","Standup comedian, television star and author Kevin Nealon headlines this new comedy special that finds the new father daunted by fears, insecurities and doubts, but only slightly. Taped before an enthusiastic Denver, Colorado audience, this special finds the popular funny man in top form.",0.0,0.0,"Comedy","Kevin Nealon","","","","","Jay Chapman","","",""
36850,"A New Leaf",False,0,"en",3.0,"1971-03-11","Henry Graham is a man with a problem: he has run through his entire inheritance, and is completely unequipped to provide for himself. His childhood guardian, Uncle Harry (a deliciously mean-spirited James Coco), refuses to give him a dime, and Henry, completely unwilling to exercise the only solution he sees--suicide-- devises a plan with the help of his imaginative butler: he can make money the old-fashioned way--he can marry it. With a temporary loan from Uncle Harry to tide him over, Henry has six weeks to find a bride, marry her, and repay the money, or else he must forfeit all his property to his uncle. With only days remaining, Henry meets clumsy, painfully shy heiress Henrietta Lowell (played by director Elaine May). She's the answer to his prayers--if only Henry can overcome the obstacles placed in his path by Uncle Harry, Henrietta's lawyer, and Henry's own reluctance to wed.",0.0,102.0,"Comedy","Walter Matthau","Elaine May","Jack Weston","George Rose","James Coco","Elaine May","","",""
66664,"Shocking Dark",False,0,"it",1.0,"1990-08-22","In a polluted future Venice researchers work to improve the situation. One day, unknown forces start killing them. A team of soldiers and a couple of civilians is sent to investigate. Soon, they encounter strange murderous creatures.",0.0,90.0,"Action","Christopher Ahrens","Haven Tyler","Mark Steinborn","Fausto Lombardi","Geretta Geretta","Bruno Mattei","","",""
31248,"Ram Gopal Varma Ki Aag",False,0,"hi",1.0,"2007-01-01","Nasik-based Heerendra Dhaan and Raj Ranade are bodyguards of a politician, but after their employer is implicated in a scam, they end up assaulting a police officer and flee to Mumbai. Once there they meet with Rambhabhai, who in turn, gets them employed with a gangster named Shambhu. After a short while the duo are apprehended by Police Inspector Narsimha, questioned, and after they agree to cooperate to bring down Shambhu, are let go. The two do succeed in assisting the police arrest Shambhu, but they themselves are arrested, tried in Court, and sentenced to a year in jail. After their discharge they are met with Inspector Narsimha, who wants to recruit them to capture and kill dreaded bandit Babban Singh, who had slaughtered his wife, Kavita, and son, Subbu, as well as cut his arms off. Heerendra and Raj agree to carry out this task for 8 Lakh Rupees. They re-locate to Kaliganj where Heerendra falls in love with auto-rickshaw driver...",0.0,163.0,"Comedy","Ajay Devgn","Mohanlal","Amitabh Bachchan","Priyanka Kothari","Sushmita Sen","Ram Gopal Varma","Rahil Qazi","",""
67911,"Bucky Larson: Born to Be a Star",False,10000000,"en",6.0,"2011-09-09","A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.",0.0,97.0,"Comedy","Nick Swardson","Christina Ricci","Stephen Dorff","Don Johnson","Ido Mosseri","Tom Brady","","",""
61434,"They All Kissed the Bride",False,0,"en",0.0,"1942-06-11","Margaret Drew runs her trucking company single-mindedly, if not ruthlessly. The only thorn in her side is writer Michael Holmes who is writing a book on some of her tough ways. With no time for men, the effect an attractive stranger has on her at her sister's wedding is unnerving. When it turns out this is the hated writer, she starts seriously to lose her bearings. Surely it can't become Maggie and Mike?",0.0,85.0,"Comedy","Joan Crawford","Melvyn Douglas","Roland Young","Billie Burke","Allen Jenkins","Alexander Hall","P.J. Wolfson","",""
288117,"Living with the Fosters",False,0,"en",0.0,"2002-03-23","One family's paranoid preparation for the year 2000 crisis and beyond. Survivalist Carl Foster has one year to convince his family he's not crazy and independent filmmaker Atis Jamison has 365 days to get it all on tape.",0.0,113.0,"Comedy","","","","","","Joe Anderson","","",""
15105,"Still Waiting...",False,0,"en",8.0,"2009-02-17","After Shenaniganz loses all its hottest waitresses to new competitor Ta-Ta's Wing Shack -- where the scantily clad wait staff earns bigger tips -- the Shenaniganz staff aims to give Ta-Ta's its just desserts. This sequel to the 2005 indie-comedy hit welcomes back familiar faces, such as Nick (Andy Milonakis), Natasha (Vanessa Lengies) and Calvin (Rob Benedict), and features cameos by Justin Long,",0.0,90.0,"Comedy","Adam Carolla","John Michael Higgins","Rob Benedict","Steve Howey","Rob Kerkovich","Jeff Balis","","",""
107170,"Ghost Recon: Alpha",False,0,"en",5.0,"2012-05-03","Ghost Recon: Alpha sees a team led by Ghost Leader infiltrate a trade at a Russian depot between a general and a mysterious other figure.",0.0,24.0,"Action","Radek Bruna","Mark Ivanir","Keith Gilmore","Pavel Ledinsky","Charlotte Rampling","François Alaux","","",""
49961,"A Song of Lisbon",False,0,"pt",1.0,"1933-11-07","Vasco is a medical student in Lisbon, supported by his rich aunts, whom he had falsely told he had already graduated. In fact, he devotes himself to a bohemian life, preferring the popular fairs and pretty women, especially Alice, a seamstress from the Castelinhos quarter, which rather upsets her ambitious father, tailor Caetano, who is familiar with Vasco's debts. After failing yet another final exam, he is surprised by his aunts' announcement that they will visit him in Lisbon to see his practice.",0.0,85.0,"Comedy","Vasco Santana","Beatriz Costa","António Silva","Teresa Gomes","Sofía Santos","José Cottinelli Telmo","","",""
423453,"Sahara",False,0,"fr",15.0,"2017-02-01","Two clans of snakes cohabit in the desert. Beautiful green serpents that live under the shelter of an oasis, protected and venerated by men and poisonous snakes that survive in the sand, dust and heat, hunted and killed by the Tuaregs. Here is the story of Ajar, a young poisonous serpent, laughed at by his peers because he still has not done his first moult and that of Eva, rebellious princess of the oasis who wants to escape to escape an arranged marriage. These two will meet and fall in love. Alas, Eva will be kidnapped by the Tuaregs and Ajar, accompanied by her best friend, Pitt the Scorpion, will have to cross the ruthless Sahara to save Eva from the terrible fate awaiting her.",7800000.0,86.0,"Comedy","Omar Sy","Louane Emera","Franck Gastambide","Vincent Lacoste","Ramzy Bedia","Pierre Coré","Pierre Coré","Nessim Debbiche",""
17657,"Ice Station Zebra",False,0,"en",7.0,"1968-10-23","A top-secret Soviet spy satellite -- using stolen Western technology -- malfunctions and then goes into a descent that lands it near an isolated Arctic research encampment called Ice Station Zebra, belonging to the British, which starts sending out distress signals before falling silent. The atomic submarine Tigerfish, commanded by Cmdr. James Ferraday (Rock Hudson), is dispatched to save them.",0.0,148.0,"Action","Rock Hudson","Ernest Borgnine","Patrick McGoohan","Jim Brown","Tony Bill","John Sturges","Harry Julian Fink","Douglas Heyes",""
372981,"Marco Polo: One Hundred Eyes",False,0,"ru",4.0,"2015-12-26","Before he lost his sight. Before he pledged his service to Kublai Khan. Hundred Eyes saw what made him into the deadly assassin who trains Marco Polo.",0.0,28.0,"Action","Том Ву","Lorenzo Richelmy","Olivia Cheng","Claudia Kim","Masayoshi Haneda","Alik Sakharov","","",""
29173,"The Raiders of Atlantis",False,0,"it",1.0,"1983-11-25","A team of scientists working to raise a sunken Russian nuclear submarine on an ocean platform off the coast of Miami, Florida, unearth an ancient Atlantean relic from the sea floor and bring in an expert to make some sense of it. But while attempting to raise the sub, radioactive leakage from its missles triggers the re-emergence of Atlantis, and the resulting tidal wave destroys the platform and leaves only a small group of survivors. Rescued by two Vietnamvets-turned-heavies who are out relaxing after their latest job, their boat eventually runs aground on a Carribean island nearby where, upon going ashore, it is discovered that everything has been destroyed and everybody killed. The culprits, a vicious group of well-armed raiders, and their leader, Crystal Skull, are descendants of Atlantis' original race who set about reclaiming the world and adding the survivors to the list of victims as they struggle to stay alive and defeat the raiders and send Atlantis back to the ocean floor.",0.0,92.0,"Action","Christopher Connelly","Gioia Scola","Tony King","Stefano Mingardo","Ivan Rassimov","Ruggero Deodato","Vincenzo Mannino","Tito Carpi",""
26225,"Ash Wednesday",False,0,"en",1.0,"2002-10-11","Ash Wednesday is set in the Manhattan of the early 1980's and is about a pair of Irish-American brothers who become embroiled in a conflict with the Irish Mob.",0.0,99.0,"Action","Edward Burns","Brian Burns","Vincent Rubino","Jimmy Cummings","Elijah Wood","Edward Burns","","",""
231540,"Unter Strom",False,0,"de",0.0,"2009-12-10","",0.0,"","Comedy","Harald Krassnitzer","Catrin Striebeck","Anna Fischer","Hanno Koffler","Robert Stadlober","Zoltan Paul","","",""
12631,"Drei Mann in einem Boot",False,0,"de",1.0,"1961-08-25","No overview found.",0.0,87.0,"Comedy","Walter Giller","Heinz Erhardt","Hans-Joachim Kulenkampff","Susanne Cramer","Loni Heuser","Helmut Weiss","Wolf Neumeister","",""
172767,"500 MPH Storm",False,3000000,"en",6.0,"2013-02-28","When an energy experiment goes haywire, a rash of massive hurricanes rips across North America. A high school science teacher must get his family to safety before the hurricanes merge, creating a ""hypercane"" with the power to wipe the US off the map.",0.0,90.0,"Action","Casper Van Dien","Sarah Lieving","Michael Beach","Bryan Head","Keith Meriweather","Daniel Lusko","","",""
13764,"Santa Claus: The Movie",False,50000000,"en",21.0,"1985-10-29","The first half of this film, set hundreds of years ago, shows how the old man who eventually became Santa Claus was given immortality and chosen to deliver toys to all the children of the world. The second half moves into the modern era, in which Patch, the head elf, strikes out on his own and falls in with an evil toy manufacturer who wants to corner the market and eliminate Santa Claus.",23717291.0,108.0,"Comedy","Dudley Moore","John Lithgow","David Huddleston","Burgess Meredith","Judy Cornwell","Jeannot Szwarc","David Newman","",""
213417,"How to Be a Man",False,0,"en",2.0,"2013-08-10","When former comedian Mark McCarthy is faced with a rare form of cancer, he hires a young, impressionable cameraman to document his crude and comical lessons on what it means to be a man for his unborn son.",0.0,90.0,"Comedy","Gavin McInnes","Liam Aiken","Paulo Costanzo","Brian Petsos","Megan Neuringer","Chadd Harbold","","",""
230170,"Sarah Silverman: We Are Miracles",False,0,"en",1.0,"2013-11-23","In her first-ever HBO solo special, Sarah Silverman takes the stage for an evening of adults-only stand-up comedy. Taped live in front of an intimate audience of 39 fans at Largo, a music and comedy club in Los Angeles, Sarah Silverman: We Are Miracles features Silverman taking aim at such subjects as cell-phone porn, crazy religions, specialty deodorants, terrible roommates, eyebrow waxing, her 19-year-old dog, Obama and Republicans, having babies, Pixar movies, the miracle of existence, and more.",0.0,60.0,"Comedy","Sarah Silverman","Mike G.","Daniel Steven Gonzalez","Cuete Yeska","Steve Agee","Liam Lynch","","",""
98507,"Shock Treatment",False,0,"en",0.0,"1964-07-22","A private investigator endures the rigors of an insane asylum in order to locate $1 million in stolen loot.",0.0,94.0,"Comedy","Stuart Whitman","Roddy McDowall","Carol Lynley","Lauren Bacall","Timothy Carey","Denis Sanders","","",""
224098,"The Survivor",False,0,"ro",0.0,"2008-04-10","After WWII Comisarul Moldovan spent years as a political prisoner of the communist regime. The favorite entertainment of the Russian Colonel in charge of the prison was to have the inmates play Russian Roulette. Only his unbelievable luck and survivor spirit helped Moldovan live through his detention. Out of the prison the ex-policeman joins an international Russian Roulette illegal gaming circuit. In late 70's faith brings him to a Central European town where Goldberg, an old acquaintance of his is organizing an ""improved"" version of the game where two opponents are shooting each other. Step by step Moldovan meets lots of familiar faces, both friends and enemies. It looks like the whole Bucharest's underworld from the 40's chose to meet here.",0.0,117.0,"Action","Sergiu Nicolaescu","Jean Constantin","Loredana Groza","Ileana Lazariuc","Mihai Bendeac","Sergiu Nicolaescu","","",""
23150,"The Garden of Sinners - Chapter 1: Overlooking View",False,0,"ja",1.0,"2007-12-01","When an odd string of suicides begins to occur at a local high rise building, most of the townsfolk treat it as an unfortunate series of events. One girl, however, senses something more sinister at work - especially when a close friend of hers falls mysteriously ill.",0.0,50.0,"Action","Maaya Sakamoto","Kenichi Suzumura","Takako Honda","Rie Tanaka","Ayumi Fujimura","Ei Aoki","","",""
15413,"Don't Tell Mom the Babysitter's Dead",False,10000000,"en",9.0,"1991-06-07","Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",25196249.0,105.0,"Comedy","Christina Applegate","Joanna Cassidy","Josh Charles","Keith Coogan","John Getz","Stephen Herek","","",""
11131,"Nuns on the Run",False,0,"en",4.0,"1990-03-16","Brian and Charlie work for a gangster. When the boss learns they want to ""leave"" he sets them up to be killed, after they help rob the local Triads of their drug dealing profits. B&amp;C decide to steal the money for themselves, but when their escape doesn't go to plan, they have to seek refuge in a Nuns' teacher training school.",0.0,89.0,"Comedy","Eric Idle","Robbie Coltrane","Camille Coduri","Janet Suzman","Doris Hare","Jonathan Lynn","Jonathan Lynn","",""
10138,"Iron Man 2",False,200000000,"en",34.0,"2010-04-28","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",623933331.0,124.0,"Action","Robert Downey Jr.","Gwyneth Paltrow","Don Cheadle","Scarlett Johansson","Mickey Rourke","Jon Favreau","Justin Theroux","",""
4932,"A Guide for the Married Man",False,0,"en",3.0,"1967-01-01","A man gives his friend a series of lessons on how to cheat on one's wife without being caught.",0.0,89.0,"Comedy","Walter Matthau","Inger Stevens","Robert Morse","Sue Ane Langdon","Jackie Russell","Gene Kelly","","",""
10179,"The Ice Pirates",False,9000000,"en",6.0,"1984-03-16","The time is the distant future, where by far the most precious commodity in the galaxy is water. The last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars. The galaxy is ruled by an evil emperor (John Carradine) presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets.",0.0,91.0,"Comedy","Robert Urich","Mary Crosby","Michael D. Roberts","Anjelica Huston","John Matuszak","Stewart Raffill","","",""
141015,"Combustion",False,0,"es",0.0,"2013-04-26","Mikel will marry Julia, owner of a major jewelry he inherited from his parents. During the party in announcing their commitment, Mikel meets Ari, one of the waitresses catering. The attraction that arises between them will make Mikel is interested in the world of Ari: illegal motor racing. Then, the protagonist of this story decides to leave Julia without knowing the true intentions of the person who has seduced. Ari and her boyfriend, Navas, have hatched a plan to get around Mikel jewelry made ​​with his ex-girlfriend.",0.0,104.0,"Action","Álex González","Adriana Ugarte","Alberto Ammann","María Castro","Marta Nieto","Daniel Calparsoro","","",""
124581,"Outside the Law",False,0,"en",0.0,"2002-06-25","Secret agent Julie Cosgrove is walking into her most dangerous mission yet.",0.0,90.0,"Action","Cynthia Rothrock","Seamus Dever","Jonathan Dwayne","Jeff Wincott","","Jorge Montesi","","",""
32091,"The Touch",False,0,"en",8.0,"2002-08-01","A sister and brother, the last heirs of a family of acrobats, are called upon by a Buddhist monk sect to retrieve an artifact that their ancestors have protected throughout the ages.",0.0,103.0,"Action","Michelle Yeoh","Ben Chaplin","Richard Roxburgh","Gabriel Harrison","Winston Chao","Peter Pau","","",""
93492,"Gladiators 7",False,0,"it",0.0,"1962-10-11","Framed for the escape of five gladiators from the arena, the son of one of Sparta's leading citizens is sentenced to the arena as gladiator himself and forced to fight for his life in the Roman Colosseum. Years later he manages to escape and return to Sparta, only to find out that his father has been murdered--even though it was ruled a ""suicide""--and the woman he loves is about to marry the evil king who has usurped the throne. He sets out to find six of his fellow gladiators and return to Sparta to save his woman and place the rightful king on the throne.",0.0,93.0,"Action","Richard Harrison","Loredana Nusciak","Livio Lorenzon","Gérard Tichy","Edoardo Toniolo","Pedro Lazaga","Sandro Continenza","Bruno Corbucci",""
46149,"Stolen Desire",False,0,"ja",1.0,"1958-09-30","A rumbunctious and ribald tale of a troupe of travelling actors who alternate highlights of kabuki theatre with strip shows.",0.0,90.0,"Comedy","Osamu Takizawa","Shinichi Yanagisawa","Hiroyuki Nagato","Kô Nishimura","Hayao Takamura","Shôhei Imamura","","",""
305470,"Power Rangers",False,100000000,"en",42.0,"2017-03-23","Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",142337240.0,124.0,"Action","Dacre Montgomery","Naomi Scott","RJ Cyler","Becky G","Ludi Lin","Dean Israelite","John Gatins","",""
393656,"Date with Love",False,0,"en",2.0,"2016-05-21","When a boy’s video to a female star goes viral, it scores him a date with his celebrity crush to the prom. Complications arise when the famous starlet falls for the boy’s small-town teacher.",0.0,84.0,"Comedy","Bailee Madison","Shenae Grimes","Andrew W. Walker","Quinn Lord","Andrea Brooks","Ron Oliver","","",""
11658,"Tae Guk Gi: The Brotherhood of War",False,0,"ko",16.0,"2004-02-05","In 1950, in South Korea, shoe-shiner Jin-tae Lee and his 18-year-old old student brother, Jin-seok Lee, form a poor but happy family with their mother, Jin-tae's fiancé Young-shin Kim, and her young sisters. Jin-tae and his mother are tough workers, who sacrifice themselves to send Jin-seok to the university. When North Korea invades the South, the family escapes to a relative's house in the country, but along their journey, Jin-seok is forced to join the army to fight in the front, and Jin-tae enlists too to protect his young brother. The commander promises Jin-tae that if he gets a medal he would release his brother, and Jin-tae becomes the braver soldier in the company. Along the bloody war between brothers, the relationship of Jin-seok with his older brother deteriorates leading to a dramatic and tragic end.",15.0,140.0,"Action","Jang Dong-gun","Won Bin","Lee Eun-ju","Gong Hyung-jin","Park Jeong-Woo","Kang Je-gyu","Kang Je-gyu","Kim Sang-don",""
42470,"The Day of the Dolphin",False,0,"en",11.0,"1973-12-19","Dr Jake Terrell, who has been training a pair of dolphins for many years, has had a breakthrough. He has taught his dolphins to speak and understand English, although they do have a limited vocabulary. When the dolphins are stolen, he discovers they're to be used in an assassination attempt. Now he is in a race to discover who is the target, and where the dolphins are, before the attempt is carried out.",0.0,104.0,"Action","George C. Scott","Trish Van Devere","Paul Sorvino","John Dehner","Severn Darden","Mike Nichols","Buck Henry","",""
71722,"Cruel Gun Story",False,0,"ja",0.0,"1964-02-01","Businessmen arrange the early release from prison of Togawa, serving time for taking revenge on the truck driver whose carelessness confined Togawa's sister, Rei, to a wheelchair. They want Togawa to hijack an armored truck loaded with 120 million yen; their leverage is to promise him money for surgery for Rei. Togawa consents and plans the heist with three others. The plan is solid, but it doesn't go smoothly. Togawa must improvise, there are traitors somewhere, and double-crosses mount. Can Togawa escape with enough money to help his sister and ensure a passage out of Japan?",0.0,91.0,"Action","Jô Shishido","Chieko Matsubara","Tamio Kawaji","Yuji Odaka","Minako Kozuki","Takumi Furukawa","","",""
152989,"The Stroller Strategy",False,0,"fr",3.0,"2012-11-10","When Thomas Platz is suddenly made the guardian of a baby - then pretends to be its real father in order to win back Marie, the girlfriend who dumped him a year before. Stuck between staying a man-child forever, and proving he is ready to take the next steps of marriage and family with the love of his life, Thomas goes on an unexpectedly hilarious adventure getting the girl of his dreams to believe he has changed.",3462.0,90.0,"Comedy","Raphaël Personnaz","Charlotte Le Bon","Jérôme Commandeur","Camélia Jordana","Julie Ferrier","Clément Michel","Clément Michel","",""
18760,"Spiritual Kung Fu",False,0,"cn",2.0,"1978-11-23","Jackie Chan plays the part of the class clown in a shaolin temple whose deadliest secret is stolen. All is lost until Jackie's character discovers dancing blue ghosts with bright red hair who haunt the library.",0.0,94.0,"Action","Jackie Chan","James Tien","Mo Man-Sau","Li Tong-Chun","Lee Kwan","Lo Wei","","",""
20626,"Special Correspondents",False,0,"fr",4.0,"2009-01-21","R2I, a famous news radio station, sends its best reporting duo to Iraq: Frank, journalist, and Poussin, sound engineer. Very quickly, millions of listeners follow their highly documented stories, reflecting the hot intensity of the fighting and the difficult survival of the population.",0.0,93.0,"Comedy","Gérard Lanvin","Gérard Jugnot","Omar Sy","Anne Marivin","Valérie Kaprisky","Frédéric Auburtin","","",""
76084,"Tarzan's Fight for Life",False,0,"en",0.0,"1958-08-15","Dr. Sturdy is trying to establish a modern hospital in the jungle. His efforts are strongly opposed by Futa, the witch doctor, and Ramo, a native warrior.",0.0,86.0,"Action","Gordon Scott","Eve Brent","Rickie Sorensen","Woody Strode","Jil Jarmyn","H. Bruce Humberstone","","",""
14244,"Chris Rock: Kill the Messenger",False,0,"en",3.0,"2008-09-27","An HBO special edited from three performances from Chris Rock's 2008 comedy tour: London (dark suit, dark shirt), Johannesburg (black suit, white shirt) and New York (shiny jacket). Topics include the ongoing presidential campaign, the possibility of a black president, George W. Bush, gas prices, low-paid jobs, ringtones and bottled water, sex, relationships and the correct use of the n-word",0.0,79.0,"Comedy","Chris Rock","","","","","Marty Callner","","",""
55531,"The Radio Burglary",False,0,"fi",0.0,"1951-04-06","Eager young radio reporter Teräsvuori stages a one-man burglary into the Helsinki Art Museum, recorded on tape for a later broadcast by his friend Laakso. Things go awry when a gang of real criminals overhear their plans and book their heist to coincide. Teräsvuori gets caught but escapes from police custody to start his private investigations together with female radio colleague Eila.",0.0,91.0,"Comedy","Hannes Häyrinen","Ritva Arvelo","Kullervo Kalske","Kunto Karapää","Heikki Savolainen","Matti Kassila","","",""
20644,"Love Crazy",False,0,"en",2.0,"1941-05-23","William Powell and Myrna Loy are a couple whose marriage is on the verge of being broken up by his old girlfriend and her disapproving mother.",0.0,99.0,"Comedy","William Powell","Myrna Loy","Gail Patrick","Jack Carson","Florence Bates","Jack Conway","Charles Lederer","David Hertz",""
21585,"Robin Williams: An Evening with Robin Williams",False,0,"en",1.0,"1982-01-01","Declared to be the funniest Robin Williams video made, this is a don't-miss comedy.",0.0,82.0,"Comedy","Robin Williams","","","","","Don Mischer","","",""
83876,"The Avenging Eagle",False,0,"zh",0.0,"1978-09-13","Eagle Chief Yoh Xi-hung raises orphans to be his personal killers. One such is Chik Ming-sing who now wants to put his killer life behind him. When the Eagle Clan come after him, a stranger called Cheuk comes to his assistance It turns out that Cheuk is the son of a family who were robbed and murdered by the Eagles. Now they will team up to destroy the evil clan.",0.0,90.0,"Action","Ti Lung","Alexander Fu Sheng","Ku Feng","Johnny Wang Lung-Wei","Eddy Ko","Sun Chung","","",""
125141,"Hell Behind the Bars",False,0,"it",0.0,"1984-01-26","A woman murders her boyfriends and steals some diamonds he has smuggled. She gets found out though, and locked in a prison with an evil sadistic lesbian warden. She immediately sets about planning her escape with some of her fellow inmates, but the plans are even more difficult than they seemed when set in motion.",0.0,82.0,"Action","Rita Silva","Ajita Wilson","Linda Jones","Leo Annibali","Aperio Bella Olivia","Gianni Siragusa","","",""
16486,"The Spirit of Christmas",False,0,"en",0.0,"1992-12-01","Four children, all but one of whom go unnamed, build a snowman which comes to life and threatens their town.",0.0,4.0,"Comedy","Trey Parker","Trey Parker","Matt Stone","","","Trey Parker","","",""
